CRL-3210	Eph4 1424.2	Mus musculus	Epithelial	Breast Cancer	Breast; Derived From Metastatic Site: Lung
CRL-1669	CW13.20-3B3 (clone of BCL1)	Mus musculus	B Lymphocyte	Leukemia	Peripheral Blood
CRL-1671	RL95-2	Homo sapiens		Carcinoma	Uterus/Endometrium
CRL-1675	WM-115	Homo sapiens		Melanoma	Skin
CRL-1676	WM-266-4	Homo sapiens	Melanoma	Melanoma	Derived From Metastatic Site: Skin
CRL-1679	WEHI-274.1	Mus musculus	Monocyte	Abelson Murine Leukemia Virus-Induced Tumor	
CRL-1682	AsPC-1	Homo sapiens		Adenocarcinoma	Pancreas; Derived From Metastatic Site: Ascites
CRL-1687	BxPC-3	Homo sapiens		Adenocarcinoma	Pancreas
CRL-8286	Reh	Homo sapiens		Acute Lymphocytic Leukemia (Non-T; Non-B)	
CRL-1690	T98G [T98-G]	Homo sapiens		Glioblastoma Multiforme	Brain
CRL-1693	NFS-5 C-1	Mus musculus	Lymphoblast	Lymphoma	
CRL-1694	NFS-70 C-10	Mus musculus	Lymphoblast	Lymphoma	
CRL-1695	NFS-25 C-3	Mus musculus	Lymphoblast	Lymphoma	
CRL-1696	McCoy [McCoy B]	Mus musculus	Fibroblast		Unknown
CRL-8293	C5/MJ	Homo sapiens	Lymphocyte	Leukemia	Cord Blood
CRL-8294	MJ [G11]	Homo sapiens	Lymphocyte	Cutaneous T Cell Lymphoma; Mycosis Fungoides	Peripheral Blood
HB-8064	Hep 3B2.1-7 [Hep 3B, Hep-3B, Hep3B]	Homo sapiens		Hepatocellular Carcinoma	Liver
HB-8065	Hep G2 [HEPG2]	Homo sapiens		Hepatocellular Carcinoma	Liver
SCRC-1041.1	HFF-1 IRR	Homo sapiens	Fibroblast		Skin, Foreskin
CRL-7000	Hs 1.Lu	Homo sapiens	Fibroblast		
CRL-7002	Hs 1.Tes	Homo sapiens	Keratinocyte		
CRL-7005	Hs 3.T	Homo sapiens		Osteosarcoma	
CRL-7023	Hs 39.T	Homo sapiens		Osteosarcoma	
CRL-7033	Hs 53.T	Homo sapiens		Neurofibroma	
CRL-7037	Hs 57.T	Homo sapiens		Sarcoma Or Lymphoma	
CRL-7043	Hs 63.T	Homo sapiens		Dermatofibrosarcoma Protuberans	
CRL-9850	MD	Homo sapiens	Macrophage		Spleen
CRL-9853	90196B	Homo sapiens			Spleen
CRL-9855	SC	Homo sapiens	Epithelial	Burkitt's Lymphoma	Peripheral Blood
CRL-9856	KMA	Homo sapiens			Spleen
CRL-8621	SVG p12	Homo sapiens	Astroglia; Sv40 Transformed		Brain
CRL-7060	Hs 88.T	Homo sapiens		Osteosarcoma	
CRL-7062	Hs 93.T	Homo sapiens		Fibrosarcoma	Connective And Soft Tissue
CRL-10915	D1.1	Homo sapiens	Lymphoblast	Acute T Cell Leukemia	
CRL-8644	HuNS1	Homo sapiens	Lymphoblast	Myeloma	
CRL-7081	Hs 127.T	Homo sapiens		Giant Cell Sarcoma	Connective Tissue
CRL-7085	Hs 132.T	Homo sapiens		Spindle Cell Sarcoma	
CRL-10936	F.thy 62891	Homo sapiens	Immortalized With Sv40 Large T Antigen		
CRL-7090	Hs 142.Sp	Homo sapiens	Fibroblast		
CRL-7092	Hs 143.We	Homo sapiens	Fibroblast		
CRL-7093	Hs 144.We	Homo sapiens	Fibroblast		
79878	pCMV5.32A7	Homo sapiens	Lymphoblast	Acute Lymphoblastic Leukemia	
HTB-10	SK-N-MC	Homo sapiens		Neuroepithelioma	Brain; Derived From Metastatic Site: Supra-Orbital Area
HTB-11	SK-N-SH	Homo sapiens		Neuroblastoma	Brain; Derived From Metastatic Site: Bone Marrow
HTB-12	SW 1088 [SW-1088, SW1088]	Homo sapiens		Astrocytoma	Brain
HTB-13	SW 1783 [SW-1783, SW1783]	Homo sapiens		Grade Iii,Astrocytoma	Brain
HTB-14	U-87 MG	Homo sapiens		Glioblastoma; Astrocytoma; Classified As Grade Iv As Of 2007	Brain
HTB-15	U-118 MG	Homo sapiens	Glioblastoma	Classified As Grade Iv As Of 2007, Glioblastoma; Astrocytoma	Brain
HTB-16	U-138 MG	Homo sapiens	Glioblastoma	Glioblastoma	Brain
HTB-18	Y79	Homo sapiens	Retinoblastoma	Retinoblastoma	Eye, Retina
HTB-19	BT-20	Homo sapiens		Carcinoma	Mammary Gland/Breast
HTB-20	BT-474	Homo sapiens		Ductal Carcinoma	Mammary Gland; Breast/Duct
HTB-21	CAMA-1	Homo sapiens		Adenocarcinoma	Mammary Gland/Breast; Derived From Metastatic Site: Pleural Effusion
HTB-22	MCF7	Homo sapiens	Epithelial	Adenocarcinoma	Mammary Gland, Breast; Derived From Metastatic Site: Pleural Effusion
HTB-23	MDA-MB-134-VI	Homo sapiens		Ductal Carcinoma	Mammary Gland; Breast/Duct;&Nbsp;Derived From Metastatic Site: Pleural Effusion
HTB-24	MDA-MB-157	Homo sapiens		Medulallary Carcinoma	Mammary Gland; Breast/Medulla
HTB-25	MDA-MB-175-VII	Homo sapiens	Epithelial	Ductal Carcinoma	Mammary Gland; Breast/Duct; Derived From Metastatic Site: Pleural Effusion
HTB-26	MDA-MB-231	Homo sapiens	Epithelial	Adenocarcinoma	Mammary Gland/Breast; Derived From Metastatic Site: Pleural Effusion
HTB-27	MDA-MB-361	Homo sapiens		Adenocarcinoma	Mammary Gland/Breast; Derived From Metastatic Site:Brain
CCL-163.1	SV-T2	Mus musculus	Fibroblastsv40 Transformed		
CCL-163.2	M-MSV-BALB/3T3	Mus musculus	Fibroblastmoloney Murine Sarcoma Virus (Mo-Msv) Transformed		
CCL-163.3	K-BALB (K-234)	Mus musculus	Fibroblastkirsten Murine Sarcoma Virus (Ki-Msv) Transformed		
HTB-30	SK-BR-3 [SKBR3]	Homo sapiens		Adenocarcinoma	Mammary Gland/Breast; Derived From Metastatic Site: Pleural Effusion
HTB-31	C-33 A [c-33a]	Homo sapiens	Epithelial, Retinoblastoma	Carcinoma	Cervix
HTB-32	HT-3	Homo sapiens	Retinoblastoma	Retinoblastoma, Papilloma	Cervix, Lymph Node
HTB-33	ME-180	Homo sapiens		Epidermoid Carcinoma	Cervix; Derived From Metastatic Site: Omentum
HTB-34	MS751	Homo sapiens		Epidermoid Carcinoma	Cervix; Derived From Metastatic Site: Lymph Node
HTB-35	SiHa	Homo sapiens		Grade Ii,Squamous Cell Carcinoma	Cervix
HTB-36	JEG-3	Homo sapiens		Choriocarcinoma	Placenta
HTB-37	Caco-2 [Caco2]	Homo sapiens	Epithelial	Colorectal Adenocarcinoma	Colon
HTB-38	HT-29	Homo sapiens	Epithelial	Colorectal Adenocarcinoma	Colon
HTB-39	SK-CO-1	Homo sapiens		Colorectal Adenocarcinoma	Colon; Derived From Metastatic Site: Ascites
CRL-2100	KU812E	Homo sapiens		Chronic Myelogenous Leukemia	
CRL-2101	KU812F [KU-812-F]	Homo sapiens	Basophil	Chronic Myelogenous Leukemia	Peripheral Blood
CRL-2102	C2BBe1 [clone of Caco-2]	Homo sapiens	Enterocyte	Colorectal Adenocarcinoma	Colon
CRL-2103	CCD-1086Sk	Homo sapiens	Fibroblast		
CRL-2104	CCD-1087Sk	Homo sapiens	Fibroblast		
CRL-2105	HH	Homo sapiens	Lymphocyte	Cutaneous T Cell Lymphoma	Peripheral Blood
CRL-2106	CCD-1090Sk	Homo sapiens	Fibroblast		Skin
HTB-40	HuTu 80	Homo sapiens		Adenocarcinoma	Duodenum
HTB-41	A-253	Homo sapiens		Epidermoid Carcinoma	Submaxillary Salivary Gland
HTB-43	FaDu	Homo sapiens		Squamous Cell Carcinoma	Pharynx
HTB-44	A-498	Homo sapiens		Carcinoma	Kidney
HTB-45	A-704	Homo sapiens		Adenocarcinoma	Kidney
HTB-46	Caki-1	Homo sapiens		Clear Cell Carcinoma	Kidney:Skin
HTB-47	Caki-2	Homo sapiens		Clear Cell Carcinoma	Kidney
HTB-48	SK-NEP-1	Homo sapiens			 
CRL-2113	E.G7-OVA [derivative of EL4]	Mus musculus	Lymphocyte	Lymphoma	Lymphocyte
CRL-2114	CCD-1092Sk	Homo sapiens	Fibroblast		
CRL-2115	CCD-1093Sk	Homo sapiens	Fibroblast		
CRL-2116	JC	Mus musculus	Epithelial-Like	Adenocarcinoma	Mammary Gland
CRL-2119	HPAC	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
HTB-52	SK-HEP-1	Homo sapiens	Endothelial	Adenocarcinoma	Liver / Ascites
HTB-53	A-427	Homo sapiens		Carcinoma	Lung
HTB-54	Calu-1	Homo sapiens		Grade Iii,Epidermoid Carcinoma	Lung; Derived From Metastatic Site: Pleura
HTB-55	Calu-3	Homo sapiens	Epithelial Cell	Adenocarcinoma	Lung Adenocarcinoma; Derived From Metastatic Site: Pleural Effusion
HTB-56	Calu-6	Homo sapiens		Anaplastic Carcinoma	Unknown, Probably Lung
HTB-57	SK-LU-1	Homo sapiens	Epithelial Cell	Adenocarcinoma	Lung
HTB-58	SK-MES-1	Homo sapiens		Squamous Cell Carcinoma	Lung; Derived From Metastatic Site: Pleural Effusion
HTB-59	SW 900 [SW-900, SW900]	Homo sapiens		Grade Iv,Squamous Cell Carcinoma	Lung
CRL-2120	CCD-1094Sk	Homo sapiens		Carcinoma	
CRL-2122	CCD-1095Sk	Homo sapiens	Fibroblast	Carcinoma	
CRL-2124	CCD-1097Sk	Homo sapiens	Fibroblast	Carcinoma	
CRL-2127	CCD-1098Sk	Homo sapiens	Fibroblast		
CRL-2128	NCI-H295R [H295R]	Homo sapiens		Carcinoma	Adrenal Gland/Cortex
CRL-2129	CCD-1096Sk	Homo sapiens	Fibroblast		
HTB-60	EB1	Homo sapiens	B Lymphocyte	Burkitt's Lymphoma	
HTB-61	EB2 [EB-2]	Homo sapiens	B Lymphocyte	Burkitt's Lymphoma	Lymph Node; Derived From Metastatic Site: Ovary
HTB-62	P3HR-1	Homo sapiens	B Lymphocyte	Burkitt's Lymphoma	Ascites
HTB-63	HT-144	Homo sapiens	Fibroblast	Malignant Melanoma	
HTB-64	Malme-3M	Homo sapiens	Fibroblast	Malignant Melanoma	Malignant Melanoma;&Nbsp;Derived From Metastatic Site: Lung
HTB-65	MeWo	Homo sapiens		Malignant Melanoma	Skin, Derived From Metastatic Site: Lymph Node
HTB-66	RPMI-7951	Homo sapiens		Malignant Melanoma	Skin; Derived From Metastatic Site: Lymph Node
HTB-67	SK-MEL-1	Homo sapiens	Melanoma	Malignant Melanoma	Malignant Melanoma; Skin; Derived From Metastatic Site: Lymphatic System
HTB-68	SK-MEL-2	Homo sapiens		Malignant Melanoma	Skin:Derived From Metastasis On Skin Of Thigh.
HTB-69	SK-MEL-3	Homo sapiens		Malignant Melanoma	Skin; Derived From Metastatic Site: Lymph Node
CRL-11005	FL 62891	Homo sapiens	Immortalized With Sv40 Large T Antigen		
CRL-2134	LS513	Homo sapiens	Epithelial	Dukes' Type C,Colorectal Carcinoma	Cecum
CRL-2137	SK-N-AS	Homo sapiens	Epithelial	Neuroblastoma	Brain; Derived From Metastatic Site: Bone Marrow
CRL-2138	VA-ES-BJ	Homo sapiens	Epithelial	Epithelioid Sarcoma	Derived From Metastatic Site: Bone Marrow
CRL-2139	SK-PN-DW	Homo sapiens		Malignant Primitive Neuroectodermal Tumor	Retroperitoneal Embryonal Tumor
HTB-70	SK-MEL-5	Homo sapiens	Melanoma	Malignant Melanoma	Skin: Derived From Metastatic Axillary Node.
HTB-71	SK-MEL-24	Homo sapiens		Malignant Melanoma	Skin; Derived From Metastatic Site: Lymph Node
HTB-72	SK-MEL-28	Homo sapiens	Melanoma	Malignant Melanoma	Skin
HTB-73	SK-MEL-31	Homo sapiens	Epithelial Cell	Malignant Melanoma	Skin
HTB-75	Caov-3 [Caov3]	Homo sapiens		Adenocarcinoma	Ovary
HTB-76	Caov-4	Homo sapiens		Adenocarcinoma	Ovary;  Derived From Metastatic Site: Subserosa Of Fallopian Tube
HTB-77	SK-OV-3 [SKOV-3; SKOV3]	Homo sapiens		Adenocarcinoma	Ovary: Ascites
HTB-78	SW 626 [SW-626, SW626]	Homo sapiens		Grade Iii, Adenocarcinoma	Ovary
HTB-79	Capan-1	Homo sapiens		Adenocarcinoma	Pancreas; Derived From Metastatic Site: Liver
CRL-2142	SK-N-FI	Homo sapiens	Neuroblast	Neuroblastoma	Brain; Derived From Metastatic Site: Bone Marrow
CRL-2148	WEHI-13VAR	Mus musculus	Fibroblast	Fibrosarcoma	
CRL-2149	SK-N-DZ	Homo sapiens	Neuroblast	Neuroblastoma	Brain; Derived From Metastatic Site: Bone Marrow
HTB-80	Capan-2	Homo sapiens		Adenocarcinoma	Pancreas
HTB-81	DU 145	Homo sapiens		Carcinoma	Prostate; Derived From Metastatic Site: Brain
HTB-82	A-204  [A204]	Homo sapiens		Rhabdomyosarcoma	Muscle
HTB-85	Saos-2	Homo sapiens		Osteosarcoma	Bone
HTB-86	SK-ES-1	Homo sapiens		Sarcoma (Anaplastic Osteosarcoma Or Ewing's Sarcoma)	Bone
HTB-88	SK-LMS-1	Homo sapiens		Leiomyosarcoma	Vulva
CRL-7400	Hs 675.T	Homo sapiens		Colorectal Cancer	
CRL-2151	266-6	Mus musculus	Epithelial	Pancreatic Acinar Cell Tumor	Pancreas
CRL-2158	LS1034	Homo sapiens		Dukes' Type C, Colorectal Carcinoma	Cecum
CRL-2159	LS411N	Homo sapiens		Dukes' Type B, Colorectal Carcinoma	Cecum
HTB-91	SW 684 [SW-684, SW684]	Homo sapiens		Fibrosarcoma	Connective Tissue
HTB-92	SW 872 [SW-872, SW872]	Homo sapiens		Liposarcoma	Connective Tissue
HTB-93	SW 982 [SW-982, SW982]	Homo sapiens		Synovial Sarcoma	Synovium
HTB-94	SW 1353 [SW 1353, SW-1353]	Homo sapiens		Chondrosarcoma	Bone
HTB-96	U-2 OS	Homo sapiens		Osteosarcoma	Bone
CRL-2160	3B-11	Mus musculus	Endothelial, Sv40 Transformed		
CRL-2161	SVEC4-10EHR1	Mus musculus	Endothelial, Sv40 Transformed		
CRL-2162	IP-1B	Mus musculus	Endothelial, Sv40 Transformed		
CRL-2163	2H-11	Mus musculus	Endothelial, Sv40 Transformed		Axillary Lymph Node/Vascular Epithelium
CRL-2167	SVEC4-10EE2	Mus musculus	Endothelial, Sv40 Transformed		
CRL-2168	2F-2B	Mus musculus	Endothelial, Sv40 Transformed		
CRL-2169	SW 780 [SW-780, SW780]	Homo sapiens		Transitional Cell Carcinoma	Urinary Bladder
CRL-2170	SW 1573 [SW-1573, SW1573]	Homo sapiens		Alveolar Cell Carcinoma	Lung
CRL-7425	Hs 688(A).T	Homo sapiens		Melanoma	Skin
CRL-2172	SW 1990 [SW-1990, SW1990]	Homo sapiens		Adenocarcinoma	Derived From Metastatic Site:
CRL-7428	Hs 692(A).T	Homo sapiens		Intestinal Carcinoma	
CRL-2174	Sol8	Mus musculus	Myoblast		Skeletal Muscle
CRL-2175	SW 156 [SW-156, SW156]	Homo sapiens		Hypernephroma	Kidney
CRL-2177	SW 1271 [SW-1271, SW1271]	Homo sapiens		Carcinoma; Small Cell Lung Cancer	Lung
CRL-7433	Hs 697.Sp	Homo sapiens		Granuloma	
CRL-7435	Hs 698.T	Homo sapiens		Adenocarcinoma	Derived From Metastatic Site
CRL-2181	SVEC4-10	Mus musculus	Endothelial, Sv40 Transformed		Axillary Lymph Node/Vascular Epithelium
CRL-2187	PA317 cyclin E-L	Mus musculus	Fibroblast	Sarcoma	
CRL-2188	PA317 cyclin E-S	Mus musculus	Fibroblast	Sarcoma	
CRL-2189	WR21	Mus musculus		Adenocarcinoma	
CRL-7443	Hs 704.Sk	Homo sapiens		Osteosarcoma	
CRL-7444	Hs 704.T	Homo sapiens		Osteosarcoma	
CRL-2190	HK-2	Homo sapiens	Epithelial	Papilloma	Kidney, Cortex/Proximal Tubule
CRL-7447	Hs 706.T	Homo sapiens		Giant Cell Sarcoma	Bone
CRL-2193	As4.1	Mus musculus			Kidney
CRL-7448	Hs 707(A).T	Homo sapiens		Osteosarcoma	
CRL-7449	Hs 707(B).Ep	Homo sapiens		Sarcoma	
CRL-2195	SHP-77	Homo sapiens	Epithelial	Carcinoma; Small Cell Lung Cancer	Lung
CRL-2196	GC-2spd(ts)	Mus musculus	Spermatocyte; Sv40 Large T Antigen Transfected		
HTB-1	J82	Homo sapiens		Transitional Cell Carcinoma	Urinary Bladder
HTB-2	RT4	Homo sapiens		Transitional Cell Papilloma	Urinary Bladder
HTB-3	SCaBER	Homo sapiens		Squamous Cell Carcinoma	Urinary Bladder
HTB-4	T24	Homo sapiens		Transitional Cell Carcinoma	Urinary Bladder
HTB-5	TCCSUP	Homo sapiens	Epithelial	Grade Iv Transitional Cell Carcinoma	Urinary Bladder
HTB-9	5637	Homo sapiens		Grade Ii Carcinoma	Urinary Bladder
CRL-7473	Hs 737.T	Homo sapiens		Giant Cell Sarcoma	Bone
CRL-7477	Hs 739.T	Homo sapiens		Adenocarcinoma	Mammary Gland; Breast
CRL-7478	Hs 740.Sk	Homo sapiens		Carcinoma	
SCRC-1002	C57BL/6	Mus musculus	Embryonic		Embryo
SCRC-1007	AFT024	Mus musculus	Embryonic		Liver; Stroma
SCRC-1008	MEF (C57BL/6) [MEF-BL/6-1]	Mus musculus	Fibroblast		Embryo
CRL-7480	Hs 741.T	Homo sapiens		Adenocarcinoma	
CRL-7481	Hs 742.Sk	Homo sapiens		Normal	Skin
CRL-7482	Hs 742.T	Homo sapiens		Scirrhous Adenocarcinoma	Mammary Gland; Breast
CRL-7486	Hs 748.T	Homo sapiens		Cancer	Mammary Gland; Breast
SCRC-1010	J1	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1011	R1	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1016	ESF 158	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1018	RW.4	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1019	B6/BLU	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
TIB-6	J558	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-8	P3.6.2.8.1	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-9	P3X63Ag8	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
SCRC-1020	SCC#10	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1021	EDJ#22	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1023	AB2.2	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1033	7AC5/EYFP	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1036	R1/E	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1037	G-Olig2	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1038	CE-1	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
SCRC-1039	CE3	Mus musculus	Embryonic Stem Cell		Inner Cell Mass
ACS-4500	293T/17 SF [HEK 293T/17 SF]	Homo sapiens			Kidney
SCRC-1040	MEF (CF-1)	Mus musculus	Embryonic		Embryo
SCRC-1041	HFF-1	Homo sapiens	Fibroblast	Normal	Skin; Foreskin
SCRC-1045	MEF (DR4)	Mus musculus	Fibroblast		Embryo
SCRC-1049	SNL76/7	Mus musculus	Fibroblast		Embryo
SCRC-1008.1	MEF (C57BL/6) IRR	Mus musculus	Fibroblast		Embryo, Whole
SCRC-1050	SNLP 76/7-4	Mus musculus	Fibroblast		Embryo
CRL-2500	A7 [M2A7]	Homo sapiens	Melanoma		
CRL-2502	ARPE-19/HPV-16	Homo sapiens	Human Papillomavirus 16 (Hpv-16) Transfected		
CRL-2503	NL20	Homo sapiens	Epithelial	Accident Victim	Lung/Bronchus
CRL-2504	NL20-TA [NL20T-A]	Homo sapiens	Epithelial	Accident Victim	
CRL-2505	22Rv1	Homo sapiens	Epithelial	Carcinoma	Prostate
CRL-2510	CCD-1120Sk	Homo sapiens	Fibroblast		
CRL-2512	TF-1.CN5a.1	Homo sapiens	Erythroblast	Erythroleukemia	
CRL-2513	CCD-1122Sk	Homo sapiens	Fibroblast		
CRL-2522	BJ	Homo sapiens	Fibroblast	Normal	Skin; Foreskin
CRL-2524	CCD-1123Sk	Homo sapiens	Fibroblast		
CRM-CRL-1550	Ca Ski	Homo sapiens	Epithelial Cell (Crm)	Epidermoid Carcinoma	
PCS-700-010	Primary Corneal Epithelial Cells; Normal, Human	Homo sapiens	Epithelial	Normal	Cornea
CRL-2534	C8-D30 [Astrocyte type III clone]	Mus musculus	Astrocyte, Type Iii Phenotype		Brian, Cerebellum
CRL-2535	C8-S [Astrocyte type II clone]	Mus musculus	Astrocyte Type Ii		Brain, Cerebellum
CRL-2539	4T1	Mus musculus		This Tumor Is An Animal  Stage Iv Human Breast Cancer.	Mammary Gland
CRL-2540	C8-B4	Mus musculus	Macrophage		Brain, Cerebellum
CRL-2541	C8-D1A [Astrocyte type I clone]	Mus musculus	Astrocyte		Brain, Cerebellum
CRL-2543	SaI [Sa I, Sarcoma I]	Mus musculus	Dibenzanthracene Induced	Fibrosarcoma, Malignant	
CRL-2544	SaI/N	Mus musculus	Dibenzanthracene Induced	Fibrosarcoma, Malignant	
CRL-2547	Panc 10.05	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
CRL-2549	Panc 03.27	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
CRL-11422	MPRO Cell Line, Clone 2.1	Mus musculus			Bone Marrow
CRL-7802	Hs 454.T	Homo sapiens		Eosinophilic Granuloma	
CRL-7804	Hs 456.Sk	Homo sapiens		Carcinoma	
CRL-7805	Hs 456.Bt	Homo sapiens		Carcinoma	
CRL-2551	Panc 08.13	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
CRL-2553	Panc 02.03	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
CRL-2554	Panc 02.13	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
CRL-2555	Panc 04.03	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
CRL-2557	Panc 05.04	Homo sapiens	Epithelial	Adenocarcinoma	Pancreas
CRL-2558	PL45	Homo sapiens	Epithelial	Ductal Adenocarcinoma	
CRL-2564	CCD-1126Sk	Homo sapiens	Fibroblast		
CRL-2565	CCD-1127Sk	Homo sapiens	Fibroblast		
CRL-2566	CCD-1128Sk	Homo sapiens	Fibroblast		
CRL-7822	Hs 5.T	Homo sapiens		Leiomyosarcoma	
CRL-7823	Hs 14.T	Homo sapiens		Osteosarcoma	
CRL-2570	A3	Homo sapiens	Lymphocyte	Acute T Cell Leukemia	
CRL-2571	I 9.2	Homo sapiens	Lymphocyte	Acute T Cell Leukemia	
CRL-7826	Hs 38.T	Homo sapiens		Ovarian Teratoma	
CRL-2572	I 2.1	Homo sapiens	Lymphocyte	Acute T Cell Leukemia	
CRL-2575	CCD-1129SK	Homo sapiens	Fibroblast	Carcinoma,Cancer	
CRL-2577	RKO	Homo sapiens	Epithelial	Carcinoma	Colon
CRL-2578	RKO-E6	Homo sapiens	Epithelial	Carcinoma, Papillomaâ­	Colon
CRL-2579	RKO-AS45-1	Homo sapiens		Carcinoma	
TIB-152	Jurkat, Clone E6-1	Homo sapiens	Lymphocyte	Acute T Cell Leukemia	Peripheral Blood
TIB-153	J.RT3-T3.5	Homo sapiens	Lymphocyte	Acute T Cell Leukemia	Peripheral Blood
TIB-155	LBRM-33 clone 4A2	Mus musculus	Lymphocyte	Lymphoma	
TIB-158	70Z/3 [70Z/3.12]	Mus musculus	Lymphoblast		
CRL-2581	C166	Mus musculus	Endothelial		Yolk Sac
CRL-2582	C166-lacZ	Mus musculus	Endothelial		
CRL-2583	C166-GFP	Mus musculus	Endothelial		Yolk Sac
CRL-2586	EOMA	Mus musculus	Endothelial	Hemangioendothelioma	Tumor
CRL-2587	EOMA-GFP	Mus musculus	Endothelial	Hemangioendothelioma	
TIB-160	YAC-1	Mus musculus	Lymphoblast	Lymphoma	
TIB-161	HuT 78	Homo sapiens	Cutaneous T Lymphocyte	Sezary Syndrome	
TIB-162	HuT 102	Homo sapiens	Cutaneous T Lymphocyte	Lymphoma; Mycosis Fungoides	Peripheral Blood
CRL-2592	A431NS	Homo sapiens		Epidermoid Carcinoma	Skin/Epidermis
CRL-2593	MC3T3-E1 Subclone 4	Mus musculus	Preosteoblast		Bone/Calvaria
CRL-2594	MC3T3-E1 Subclone 14	Mus musculus	Preosteoblast		Bone, Calvaria
CRL-2595	MC3T3-E1 Subclone 24	Mus musculus	Preosteoblast		Bone, Calvaria
CRL-2596	MC3T3-E1 Subclone 30	Mus musculus	Preosteoblast		Bone, Calvaria
CRL-10225	A9 L hD2 S.C. 18 [A9 L cell line hD2 subclone #18]	Mus musculus	Embryonic		
CRL-7850	Hs 588.T	Homo sapiens		Adenocarcinoma	
TIB-180	HEL 92.1.7	Homo sapiens	Erythroblast	Erythroleukemia	Bone Marrow
TIB-181	EL4.IL-2	Mus musculus		Lymphoma	Thymus
TIB-186	IC-21	Mus musculus	Macrophage		
CRL-7869	Hs 738.St/Int	Homo sapiens			Mixed; Stomach; Intestine
TIB-190	CESS	Homo sapiens	Lymphoblast	Myelomonocytic Leukemia	Blood
TIB-192	M1	Mus musculus	Myeloblast	Myeloid Leukemia	
TIB-195	CEM-CM3	Homo sapiens	T Lymphoblast	Acute Lymphoblastic Leukemia	
TIB-196	U266B1 [U266]	Homo sapiens	B Lymphocyte	Myeloma; Plasmacytoma	Peripheral Blood
TIB-197	BCL1 clone 5B1b	Mus musculus	B Lymphocyte	Leukemia; Lymphoma	
PCS-440-010	Primary Prostate Epithelial Cells; Normal, Human	Homo sapiens	Epithelial	Normal	Prostate
CRL-7882	Hs 769.T	Homo sapiens		Transitional Cell Carcinoma	
CRL-7886	Hs 789.T	Homo sapiens		Grade Ii,Transitional Cell Carcinoma	
CRL-7891	Hs 819.T	Homo sapiens		Chondrosarcoma	Bone
CRL-7898	A101D	Homo sapiens		Melanoma	Skin
CRL-10287	L-NGC-5HT2	Mus musculus	Fibroblast		
TIB-10	P1.17	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-11	C1.18.4	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-12	RPC5.4	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-13	HOPC 1F/12	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-15	MPC 11 OUAr	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-16	XC1.5/51	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-17	XS63	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-18	P3/NSI/1-Ag4-1 [NS-1]	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-19	S194/5.XXO-1	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-20	S194/5.XXO.BU.1	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-23	MOPC 315	Mus musculus	B Lymphocyte	Plasmacytoma; Myeloma	
TIB-27	S1A.TB.4.8.2 (replaces S1A.T4.G8)	Mus musculus	Lymphocyte	Lymphoma	
TIB-28	S49.1	Mus musculus	Lymphocyte	Lymphoma	
TIB-29	S49.1H.1AG.6/2	Mus musculus	Lymphocyte	Lymphoma	
SCRC-1040.2a	MEF (CF-1) MITC	Mus musculus	Embryonic		Embryo
TIB-30	S49.1TB.2	Mus musculus	Lymphocyte	Lymphoma	
TIB-33	S49.1TB.4 DEX R.63	Mus musculus	Lymphocyte	Lymphoma	
TIB-34	S49.1G.3	Mus musculus	Lymphocyte	Lymphoma	
