GM12874	Homo sapiens	3	B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed	mesoderm	blood		M	Stam  	Coriell GM12874	BTO:0002062 (non-specific)	GM12874
GM12875	Homo sapiens	3	B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Stam  	Coriell GM12875	BTO:0002062 (non-specific)	GM12875
GM12878-XiMat	Homo sapiens	3	B-lymphocyte, lymphoblastoid, cloned for maternal X inactivation, International HapMap Project, CEPH/Utah, Epstein-Barr Virus	mesoderm	blood	normal	F	Myers  	Hunt Willard at Duke University GM12878-XiMat	BTO:0002062	GM12878-XiMat
GM12891	Homo sapiens	3	B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed	mesoderm	blood		M	Crawford  	Coriell GM12891	BTO:0002062 (non-specific)	GM12891
GM12892	Homo sapiens	3	B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Crawford  	Coriell GM12892	BTO:0002062 (non-specific)	GM12892
GM13976	Homo sapiens	3	lymphoblastoid cell line, clinically normal; monozygotic twin sister with Cornelia De Lange syndrome is GM13977	mesoderm	blood	normal	F	Crawford  	Coriell GM13976	BTO:0002062	GM13976
GM13977	Homo sapiens	3	lymphoblastoid cell line, Clinically affected; microcephaly; low frontal hairline; synophris; "penciled" arched eyebrows; short nose; crescent shaped mouth; hirsutism; micromelia; short thumbs; mental retardation; clinically normal monozygotic twin sister is GM13976	mesoderm	blood	affected	F	Crawford  	Coriell GM13977	BTO:0002062	GM13977
GM15510	Homo sapiens	3	lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed	mesoderm	blood		U	Snyder  	Coriell GM15510	BTO:0002062 (non-specific)	GM15510
GM18505	Homo sapiens	3	lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Snyder  	Coriell GM18505	BTO:0002062 (non-specific)	GM18505
GM18507	Homo sapiens	3	lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	mesoderm	blood		M	ENCODE  	Coriell GM18507	BTO:0002062 (non-specific)	GM18507
GM18526	Homo sapiens	3	lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Snyder  	Coriell GM18526	BTO:0002062 (non-specific)	GM18526
GM18951	Homo sapiens	3	lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Snyder  	Coriell GM18951	BTO:0002062 (non-specific)	GM18951
GM19099	Homo sapiens	3	lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Snyder  	Coriell GM19099	BTO:0002062 (non-specific)	GM19099
GM19193	Homo sapiens	3	lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Snyder  	Coriell GM19193	BTO:0002062 (non-specific)	GM19193
GM19238	Homo sapiens	3	B-lymphocyte, lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Crawford  	Coriell GM19238	BTO:0002062 (non-specific)	GM19238
GM19239	Homo sapiens	3	B-lymphocyte, lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	mesoderm	blood		M	Crawford  	Coriell GM19239	BTO:0002062 (non-specific)	GM19239
GM19240	Homo sapiens	3	B-lymphocyte, lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed	mesoderm	blood		F	Crawford  	Coriell GM19240	BTO:0002062 (non-specific)	GM19240
GM20000	Homo sapiens	3	lymphoblastoid cell line, De Lange phenotype; developmental delay; profound retardation	mesoderm	blood	affected	M	Crawford  	Coriell GM20000	BTO:0002062	GM20000
H0287	Homo sapiens	3	EBV-transformed lymphoblastoid cell line (LCL) was derived from peripheral blood donated by a normal healthy male.	mesoderm	blood	normal	M	Stam  	Dr. John Stamatoyannopoulos at UW H0287	BTO:0002807	H0287
H7-hESC	Homo sapiens	3	undifferentiated embryonic stem cells	inner cell mass			U	StamAndCrawford  	WiCell Research Institute WA07 (H7)	BTO:0001086	H7-hESC
H9ES	Homo sapiens	3	embryonic stem cell (hESC) H9	inner cell mass	embryonic stem cell		F	Myers  	WiCell Research Institute WA09 (H9)	BTO:0001086	H9ES
H9ES-AFP+	Homo sapiens	3	embryonic stem cell (hESC), H9-derived, treatment: H9 AFP+	inner cell mass	embryonic stem cell		F	Myers  	WiCell Research Institute WA09 (H9)	BTO:0001086	H9ES-AFP+
H9ES-AFP-	Homo sapiens	3	embryonic stem cell (hESC), H9-derived, treatment: H9 AFP-	inner cell mass	embryonic stem cell		F	Myers  	WiCell Research Institute WA09 (H9)	BTO:0001086	H9ES-AFP-
H9ES-CM	Homo sapiens	3	embryonic stem cell (hESC) H9, treatment: H9 conditioned medium	inner cell mass	embryonic stem cell		F	Myers  	WiCell Research Institute WA09 (H9)	BTO:0001086	H9ES-CM
H9ES-E	Homo sapiens	3	embryonic stem cell (hESC) H9, endoderm	inner cell mass	embryonic stem cell		F	Myers  	WiCell Research Institute WA09 (H9)	BTO:0001086	H9ES-E
H9ES-EB	Homo sapiens	3	embryonic stem cell (hESC) H9, embryoid bodies	inner cell mass	embryonic stem cell		F	Myers  	WiCell Research Institute WA09 (H9)	BTO:0001086	H9ES-EB
H9ES-EBD	Homo sapiens	3	embryonic stem cell (hESC) H9, embryoid body-derived	inner cell mass	embryonic stem cell		F	Myers  	WiCell Research Institute WA09 (H9)	BTO:0001086	H9ES-EBD
HA-h	Homo sapiens	3	astrocytes-hippocampal	ectoderm	brain hippocampus	normal	U	Stam  	ScienCell 1830	BTO:0000099	HA-h
HA-sp	Homo sapiens	3	astrocytes spinal cord	ectoderm	spinal cord	normal	U	Stam  	ScienCell 1820	BTO:0000099	HA-sp
HAc	Homo sapiens	3	astrocytes-cerebellar	ectoderm	cerebellar	normal	U	Stam  	ScienCell 1810	BTO:0000099	HAc
HAEpiC	Homo sapiens	3	amniotic epithelial cells		epithelium	normal	U	Stam  	ScienCell 7110	BTO:0004660	HAEpiC
HAL	Homo sapiens	3	adult liver, genomic DNA purified from surgically excised adult human liver	endoderm	liver		U	Myers  	Asterand, Inc. HAL	BTO:0000759	HAL
HAoAF	Homo sapiens	3	Aortic Adventitial Fibroblasts from two individuals, HAoAF_6090101.11 and HAoAF_6111301.9 from tunica adventitia	mesoderm	blood vessel	normal	B	Gingeras 	PromoCell HAoAF	BTO:0000135	HAoAF
HAoAF 6090101.11	Homo sapiens	3	Aortic Adventitial Fibroblasts from tunica adventitia	mesoderm	blood vessel	normal	M	Gingeras  	PromoCell C-14037	BTO:0000135	HAoAF_6090101.11
HAoAF 6111301.9	Homo sapiens	3	Aortic Adventitial Fibroblasts from tunica adventitia	mesoderm	blood vessel	normal	F	Gingeras  	PromoCell C-14037	BTO:0000135	HAoAF_6111301.9
HAoEC	Homo sapiens	3	Aortic Endothelial Cells (thoracic) from two individuals, HAoEC_7071706.1 and HAoEC_8061102.1	mesoderm	blood vessel	normal	B	Gingeras 	PromoCell HAoEC	BTO:0000394	HAoEC
HAoEC 7071706.1	Homo sapiens	3	Aortic Endothelial Cells	mesoderm	blood vessel	normal	F	Gingeras  	PromoCell C-14023	BTO:0000394	HAoEC_7071706.1
HAoEC 8061102.1	Homo sapiens	3	Aortic Endothelial Cells from throracic	mesoderm	blood vessel	normal	M	Gingeras  	PromoCell C-14023	BTO:0000394	HAoEC_8061102.1
HBMEC	Homo sapiens	3	brain microvascular endothelial cells	mesoderm	blood vessel	normal	U	Stam  	ScienCell 1000	BTO:0003636	HBMEC
HBVP	Homo sapiens	3	brain vascular pericytes	mesoderm	blood vessel	normal	U	Stam  	ScienCell 1200	BTO:0002441	HBVP
HBVSMC	Homo sapiens	3	brain vascular smooth muscle cells.	mesoderm	blood vessel	normal	F	Stam  	ScienCell 1100	BTO:0002488	HBVSMC
HCF	Homo sapiens	3	cardiac fibroblasts	mesoderm	heart	normal	U	Stam  	ScienCell 6300	BTO:0003093	HCF
HCFaa	Homo sapiens	3	cardiac fibroblasts- adult atrial	mesoderm	heart	normal	F	Stam  	ScienCell 6320	BTO:0003093	HCFaa
HCH	Homo sapiens	3	Undifferentiated Chondrocytes from two individuals, HCH_8100808.2 and HCH_0011308.2P from knee joint	missing	cartilage	normal	M	Gingeras 	PromoCell HCH	BTO:0000249	HCH
HCH 0011308.2P	Homo sapiens	3	Undifferentiated Chondrocytes from knee joint	missing	cartilage	normal	F	Gingeras  	PromoCell C-14070	BTO:0000249	HCH_0011308.2P
HCH 8100808.2	Homo sapiens	3	Undifferentiated Chondrocytes from knee joint	missing	cartilage	normal	M	Gingeras  	PromoCell C-14070	BTO:0000249	HCH_8100808.2
HCM	Homo sapiens	3	cardiac myocytes	mesoderm	heart	normal	U	Stam  	ScienCell 6200	BTO:0001539	HCM
HConF	Homo sapiens	3	conjunctival fibroblast	ectoderm	eye		U	Stam  	ScienCell 6570	BTO:0003415	HConF
HCPEpiC	Homo sapiens	3	choroid plexus epithelial cells	ectoderm	epithelium	normal	U	Stam  	ScienCell 1310	BTO:0000258	HCPEpiC
HCT-116	Homo sapiens	3	colorectal carcinoma (PMID: 7214343)	endoderm	colon	cancer	M	ENCODE 	ATCC CCL-247	BTO:0002254	HCT-116
Heart OC	Homo sapiens	3	Primary frozen heart tissue from NICHD donor IDs 1104 (Rep B1 DNase), 602 (Rep B2 DNase), 1442 (Rep B3 DNase), 1863 (Rep B1 FAIRE), 4548 (Rep B2 FAIRE)		heart	normal	B	Crawford  	NICHD 1104	BTO:0000562	Heart_OC
Heart STL003	Homo sapiens	3	Standard procurement of heart tissue from a 34 year old caucasian male.		heart	normal	M		Snyder lab STL003	BTO:0000562	Heart_STL003
HEEpiC	Homo sapiens	3	esophageal epithelial cells	endoderm	epithelium	normal	U	Stam  	ScienCell 2720	BTO:0001578	HEEpiC
HEK293	Homo sapiens	3	embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234)	mesoderm	kidney		U	Stam 	ATCC CRL-1573	BTO:0000007	HEK293
HEK293-T-REx	Homo sapiens	3	embryonic kidney cells transformed with Adenovirus 5 DNA stably expressing tetracycline repressor, HEK293 (ATCC number CRL-1573) is the parental cell line, hypotriploid, XXX	mesoderm	kidney		F	Farnham  	Invitrogen r71007	BTO:0000007	HEK293-T-REx
HEK293T	Homo sapiens	3	embryonic kidney that expresses SV40 large T antigen, HEK293 (ATCC number CRL-1573) is the parental cell line	mesoderm	kidney		F	Crawford  	Thermo Scientific Open Biosystems HCL4517	BTO:0000007	HEK293T
Hepatocytes	Homo sapiens	3	primary hepatocytes, liver perfused by enzymes to generate single cell suspension	endoderm	liver	normal	B	Crawford  	zen-bio Missing	BTO:0000575	Hepatocytes
HFDPC	Homo sapiens	3	Follicle Dermal Papilla Cells from two individuals, HFDPC_0100503.2 and HFDPC_0102703.3 from lateral scalp (brown, blond)	missing	skin	normal	F	Gingeras 	PromoCell HFDPC	BTO:0001849	HFDPC
HFDPC 0100503.2	Homo sapiens	3	Follicle Dermal Papilla Cells from lateral scalp (brown)	missing	skin	normal	F	Gingeras  	PromoCell C-14005	BTO:0001849	HFDPC_0100503.2
HFDPC 0102703.3	Homo sapiens	3	Follicle Dermal Papilla Cells from lateral scalp (blond)	missing	skin	normal	F	Gingeras  	PromoCell C-14005	BTO:0001849	HFDPC_0102703.3
HFF	Homo sapiens	3	foreskin fibroblast		foreskin	normal	M	Stam  	Dr. Beverly Torok-Storb at Fred Hutchison Cancer Research Center HFF	BTO:0002245	HFF
HFF-Myc	Homo sapiens	3	foreskin fibroblast cells expressing canine cMyc	fibroblast	foreskin	normal	M	Stam  	Dr. Beverly Torok-Storb at Fred Hutchison Cancer Research Center HFF-Myc	BTO:0002245	HFF-Myc
HFL11W	Homo sapiens	3	fetal liver 11 weeks, consented fetal liver samples were isolated from legally aborted fetuses at 11 weeks gestation	endoderm	liver		U	ENCODE  	Unknown HFL11W	BTO:0000759	HFL11W
HFL24W	Homo sapiens	3	fetal liver 24 weeks, consented fetal liver samples were isolated from legally aborted fetuses at 24 weeks gestation	endoderm	liver		U	Myers  	Unknown HFL24W	BTO:0000759	HFL24W
HGF	Homo sapiens	3	gingival fibroblasts		gingiva	normal	U	Stam  	ScienCell 2620	BTO:0000519 (non-specific)	HGF
HHSEC	Homo sapiens	3	hepatic sinusoidal endothelial cells	endoderm	liver		U	Stam  	ScienCell 5000	BTO:0001251	HHSEC
HIPEpiC	Homo sapiens	3	iris pigment epithelial cells	ectoderm	epithelium	normal	U	Stam  	ScienCell 6560	BTO:0000653	HIPEpiC
HL-60	Homo sapiens	3	promyelocytic leukemia cells, (PMID: 276884)	mesoderm	blood	cancer	F	Stam  	ATCC CCL-240	BTO:0000738	HL-60
HMEC	Homo sapiens	3	mammary epithelial cells	ectoderm	breast	normal	U	Bernstein 	Lonza CC-2551	BTO:0002178	HMEC
HMEpC	Homo sapiens	3	Mammary Epithelial Cells (placeholder, waiting on second lot/donor from PromoCell)	ectoderm	mammary gland	normal	F	Gingeras  	PromoCell HMEpC	BTO:0002178	HMEpC
HMEpC 6022801.3	Homo sapiens	3	Mammary Epithelial Cells	ectoderm	mammary gland	normal	F	Gingeras  	PromoCell C-14066	BTO:0002178	HMEpC_6022801.3
HMF	Homo sapiens	3	mammary fibroblasts		mammary		F	Stam  	ScienCell 7630	BTO:0000817	HMF
hMNC-CB	Homo sapiens	3	Mononuclear Cells (umbilical cord blood-single donor) from two individuals, hMNC-CB_9111701.6 and hMNC-CB_8072802.6	missing	blood	normal	B	Gingeras 	PromoCell hMNC-CB	BTO:0004054	hMNC-CB
hMNC-CB 8072802.6	Homo sapiens	3	Mononuclear Cells, umbilical cord blood-single donor	missing	blood	normal	M	Gingeras  	PromoCell C-14096	BTO:0004054	hMNC-CB_8072802.6
hMNC-CB 9111701.6	Homo sapiens	3	Mononuclear Cells, umbilical cord blood-single donor	missing	blood	normal	F	Gingeras  	PromoCell C-14096	BTO:0004054	hMNC-CB_9111701.6
hMNC-PB	Homo sapiens	3	Mononuclear Cells (peripheral blood-single donor) from two individuals, hMNC-PB_0022330.9 and hMNC-PB_0082430.9	missing	blood	normal	B	Gingeras 	PromoCell hMNC-PB	BTO:0001025	hMNC-PB
hMNC-PB 0022330.9	Homo sapiens	3	Mononuclear Cells, peripheral blood-single donor	missing	blood	normal	M	Gingeras  	PromoCell C-14098	BTO:0001025	hMNC-PB_0022330.9
hMNC-PB 0082430.9	Homo sapiens	3	Mononuclear Cells, peripheral blood-single donor	missing	blood	normal	F	Gingeras  	PromoCell C-14098	BTO:0001025	hMNC-PB_0082430.9
hMSC-AT	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from two individuals, hMSC-AT_9061601.12 and hMSC-AT_0102604.12 from subcutaneous abdomen adipose tissue	missing	adipose	normal	F	Gingeras 	PromoCell hMSC-AT	BTO:0003298	hMSC-AT
hMSC-AT 0102604.12	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from subcutaneous abdomen adipose tissue	missing	adipose	normal	F	Gingeras  	PromoCell C-14092	BTO:0003298	hMSC-AT_0102604.12
hMSC-AT 9061601.12	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from abdomen	missing	subcutaneous adipose tissue	normal	F	Gingeras  	PromoCell C-14092	BTO:0003298	hMSC-AT_9061601.12
hMSC-BM	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from two individuals, hMSC-BM_0050602.11 and hMSC-BM_0051105.11 from femoral head	missing	bone marrow	normal	B	Gingeras 	PromoCell hMSC-BM	BTO:0003298	hMSC-BM
hMSC-BM 0050602.11	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from femoral head	missing	bone marrow	normal	M	Gingeras  	PromoCell C-14090	BTO:0003298	hMSC-BM_0050602.11
hMSC-BM 0051105.11	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from femoral head	missing	bone marrow	normal	F	Gingeras  	PromoCell C-14090	BTO:0003298	hMSC-BM_0051105.11
hMSC-UC	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from two individuals, hMSC-UC_0081101.7 and hMSC-UC_0052501.7 from matrix (Wharton's Jelly)	missing	umbilical cord	normal	B	Gingeras 	PromoCell hMSC-UC	BTO:0003298	hMSC-UC
hMSC-UC 0052501.7	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from matrix (Wharton's Jelly)	missing	umbilical cord	normal	M	Gingeras  	PromoCell C-14091	BTO:0003298	hMSC-UC_0052501.7
hMSC-UC 0081101.7	Homo sapiens	3	Undifferentiated Mesenchymal Stem Cells from matrix (Wharton's Jelly)	missing	umbilical cord	normal	F	Gingeras  	PromoCell C-14091	BTO:0003298	hMSC-UC_0081101.7
HMVEC-dAd	Homo sapiens	3	adult dermal microvascular endothelial cells.		blood vessel	normal	F	Stam  	Lonza CC-2543,CC-3202	BTO:0001854	HMVEC-dAd
HMVEC-dBl-Ad	Homo sapiens	3	adult blood microvascular endothelial cells, dermal-derived	mesoderm	blood vessel	normal	F	Stam  	Lonza CC-2811, CC-2811T75	BTO:0004574	HMVEC-dBl-Ad
HMVEC-dBl-Neo	Homo sapiens	3	neonatal blood microvascular endothelial cells, dermal-derived	mesoderm	blood vessel	normal	M	Stam  	Lonza CC-2813, CC-2813T75	BTO:0004574	HMVEC-dBl-Neo
HMVEC-dLy-Ad	Homo sapiens	3	adult lymphatic microvascular endothelial cells, dermal-derived	mesoderm	blood vessel	normal	F	Stam  	Lonza CC-2810, CC-2810T75	BTO:0004574	HMVEC-dLy-Ad
HMVEC-dLy-Neo	Homo sapiens	3	neonatal lymphatic microvascular endothelial cells, dermal-derived	mesoderm	blood vessel	normal	M	Stam  	Lonza CC-2812, CC-2812T25	BTO:0004574	HMVEC-dLy-Neo
HMVEC-dNeo	Homo sapiens	3	neonatal microvascular endothelial cells (single donor), dermal-derived	mesoderm	blood vessel	normal	M	Stam  	Lonza CC-2505, CC-2505T225	BTO:0004574	HMVEC-dNeo
HMVEC-LBl	Homo sapiens	3	blood microvascular endothelial cells, lung-derived	mesoderm	blood vessel	normal	F	Stam  	Lonza CC-2815, CC-2815T75	BTO:0003599	HMVEC-LBl
HMVEC-LLy	Homo sapiens	3	lymphatic microvascular endothelial cells, lung-derived	mesoderm	blood vessel	normal	F	Stam  	Lonza CC-2814, CC-2814T25	BTO:0003599	HMVEC-LLy
HNPCEpiC	Homo sapiens	3	non-pigment ciliary epithelial cells		epithelium	normal	U	Stam  	ScienCell 6580	BTO:0001770	HNPCEpiC
HOB	Homo sapiens	3	Undifferentiated Osteoblasts from two individuals, HOB_0090202.1 and HOB_0091301 from femoral head	missing	cancellous bone	normal	M	Gingeras 	PromoCell HOB	BTO:0004324	HOB
HOB 0090202.1	Homo sapiens	3	Undifferentiated Osteoblasts from femoral head	missing	cancellous bone	normal	M	Gingeras  	PromoCell C-14071	BTO:0004324	HOB_0090202.1
HOB 0091301	Homo sapiens	3	Undifferentiated Osteoblasts from femoral head	missing	cancellous bone	normal	F	Gingeras  	PromoCell C-14071	BTO:0004324	HOB_0091301
HPAEC	Homo sapiens	3	pulmonary artery endothelial cells.	mesoderm	blood vessel	normal	F	Stam  	Lonza CC-2530,CC-3162	BTO:0001141	HPAEC
HPAEpiC	Homo sapiens	3	pulmonary alveolar epithelial cells		epithelium	normal	U	Stam  	ScienCell 3200	BTO:0003511	HPAEpiC
HPAF	Homo sapiens	3	pulmonary artery fibroblasts	mesoderm	blood vessel	normal	U	Stam  	ScienCell 3120	BTO:0000778	HPAF
HPC-PL	Homo sapiens	3	Undifferentiated Pericytes from HPC-PL_0032601.13 and HPC-PL_0101504.13	missing	placenta	normal	B	Gingeras 	PromoCell pericytes	BTO:0001975	HPC-PL
HPC-PL 0032601.13	Homo sapiens	3	Undifferentiated Pericytes	missing	placenta	normal	M	Gingeras  	PromoCell C-14095	BTO:0001975	HPC-PL_0032601.13
HPC-PL 0101504.13	Homo sapiens	3	Undifferentiated Pericytes	missing	placenta	normal	F	Gingeras  	PromoCell C-14095	BTO:0001975	HPC-PL_0101504.13
HPDE6-E6E7	Homo sapiens	3	pancreatic duct cells immortalized with E6E7 gene of HPV	endoderm	pancreatic duct	normal	F	Crawford  	Dr. Ming-Sound Tsao, Ontario Cancer Institute HPDE6-E6E7	BTO:0002362	HPDE6-E6E7
HPdLF	Homo sapiens	3	periodontal ligament fibroblasts		epithelium	normal	M	Stam  	Lonza CC-7049	BTO:0001020	HPdLF
HPF	Homo sapiens	3	pulmonary fibroblasts isolated from lung tissue		lung	normal	U	Stam  	ScienCell 3300	BTO:0000764	HPF
HPIEpC	Homo sapiens	3	Placental Epithelial Cells amniotic membrane	missing	placenta	normal	B	Gingeras 	PromoCell human-placental-epithelial-cells-hplepc	BTO:0001975	HPIEpC
HPIEpC 9012801.2	Homo sapiens	3	Placental Epithelial Cells amniotic membrane	missing	placenta	normal	F	Gingeras  	PromoCell C-14069	BTO:0001975	HPIEpC_9012801.2
HPIEpC 9041503.2	Homo sapiens	3	Placental Epithelial Cells amniotic membrane	missing	placenta	normal	M	Gingeras  	PromoCell C-14069	BTO:0001975	HPIEpC_9041503.2
HRCEpiC	Homo sapiens	3	renal cortical epithelial cells	mesoderm	epithelium	normal	U	Stam  	Lonza CC-2554	BTO:0000059 (non-specific)	HRCEpiC
HRE	Homo sapiens	3	renal epithelial cells	mesoderm	epithelium	normal	U	Stam  	Lonza CC-2556	BTO:0000059 (non-specific)	HRE
HRGEC	Homo sapiens	3	renal glomerular endothelial cells	mesoderm	kidney	normal	U	Stam  	ScienCell 4000	BTO:0001176	HRGEC
HRPEpiC	Homo sapiens	3	retinal pigment epithelial cells	ectoderm	epithelium	normal	U	Stam  	ScienCell 6540	BTO:0001177	HRPEpiC
HSaVEC	Homo sapiens	3	Saphenous Vein Endothelial Cells from two individuals, HSaVEC_9100101.15 and HSaVEC_0022202.16 from thigh	mesoderm	blood vessel	normal	M	Gingeras 	PromoCell HSaVEC	BTO:0003275	HSaVEC
HSaVEC 0022202.16	Homo sapiens	3	Saphenous Vein Endothelial Cells from thigh	mesoderm	blood vessel	normal	M	Gingeras  	PromoCell C-14025	BTO:0003275	HSaVEC_0022202.16
HSaVEC 9100101.15	Homo sapiens	3	Saphenous Vein Endothelial Cells from thigh	mesoderm	blood vessel	normal	M	Gingeras  	PromoCell C-14025	BTO:0003275	HSaVEC_9100101.15
HSMM	Homo sapiens	3	skeletal muscle myoblasts	mesoderm	muscle	normal	U	Bernstein 	Refer to the protocol documents for differing sources CC-2580	BTO:0000256 (non-specific)	HSMM
HSMM emb	Homo sapiens	3	embryonic myoblast		muscle		U	Crawford  	Duke/UNC/UT/EBI ENCODE group fetal myoblast cell strain (H246 and H275) from Dr Stephen Hauschka- U. of Washington 1980	BTO:0000222	HSMM_emb
HSMM FSHD	Homo sapiens	3	primary myoblast from Facioscapulohumeral Muscular Dystrophy (FSHD) patients, muscle needle biopsies		muscle		U	Crawford  	Duke/UNC/UT/EBI ENCODE group HSMM_FSHD	BTO:0000222	HSMM_FSHD
HSMMtube	Homo sapiens	3	skeletal muscle myotubes differentiated from the HSMM cell line	mesoderm	muscle	normal	U	Bernstein 	Lonza See HSMM	BTO:0001760 (non-specific)	HSMMtube
HSMMtube emb	Homo sapiens	3	embryonic myotube		muscle		U	Crawford  	Duke/UNC/UT/EBI ENCODE group fetal myoblast cell strain (H246 and H275) from Dr Stephen Hauschka- U. of Washington 1980	BTO:0001760	HSMMtube_emb
HSMMtube FSHD	Homo sapiens	3	myotube from Facioscapulohumeral Muscular Dystrophy (FSHD) patient, muscle needle biopsies		muscle		U	Crawford  	Duke/UNC/UT/EBI ENCODE group HSMMtube_FSHD	BTO:0001760	HSMMtube_FSHD
HT-1080	Homo sapiens	3	epithelial cell line derived from a fibrosarcoma, (PMID: 4132053), pseudo-diploid male with a modal chromosome number of 46, numerous chromosome abnormalities	mesoderm	epithelium	cancer	M	 missing  	ATCC CCL-121	BTO:0001282	HT-1080
HTR8svn	Homo sapiens	3	trophoblast (HTR-8/SVneo) cell line, a thin layer of ectoderm that forms the wall of many mammalian blastulas and functions in the nutrition and implantation of the embryo	ectoderm	blastula	normal	F	Crawford  	Charles H. Graham, Department of Anatomy & Cell Biology, Queen's University at Kingston, Kingston, Ontario, Canada HTR8svn	BTO:0001079	HTR8svn
Huh-7	Homo sapiens	3	hepatocellular carcinoma	endoderm	liver	cancer	M	Crawford  	Dr. Ravi Jhaveri at Duke University Huh-7	BTO:0001950	Huh-7
Huh-7.5	Homo sapiens	3	hepatocellular carcinoma, hepatocytes selected for high levels of hepatitis C replication	endoderm	liver	cancer	M	Crawford  	Dr. Ravi Jhaveri at Duke University Huh-7.5	BTO:0001950	Huh-7.5
HVMF	Homo sapiens	3	villous mesenchymal fibroblast cells		connective	normal	U	Stam 	ScienCell 7130	BTO:0002625	HVMF
HVMF 6091203.3	Homo sapiens	3	Villous Mesenchymal Fibroblasts from villous tissue	missing	placenta	normal	M	Gingeras  	PromoCell C-14034	BTO:0001975	HVMF_6091203.3
HVMF 6100401.3	Homo sapiens	3	Villous Mesenchymal Fibroblasts from villous tissue	missing	placenta	normal	F	Gingeras  	PromoCell C-14034	BTO:0001975	HVMF_6100401.3
HWP	Homo sapiens	3	Undifferentiated White Preadipocytes from two individuals, HWP_0092205 and HWP_8120201.5, subcutaneous adipose tissue from abdomen / upper arm	missing	adipose	normal	B	Gingeras  	PromoCell HWP	BTO:0004042	HWP
HWP 0092205	Homo sapiens	3	Undifferentiated White Preadipocytes from abdomen	missing	subcutaneous adipose tissue	normal	M	Gingeras 	PromoCell C-14072	BTO:0004042	HWP_0092205
HWP 8120201.5	Homo sapiens	3	Undifferentiated White Preadipocytes from upper arm	missing	subcutaneous adipose tissue	normal	F	Gingeras  	PromoCell C-14072	BTO:0004042	HWP_8120201.5
iPS	Homo sapiens	3	induced pluripotent stem cell derived from skin fibroblast	induced pluripotent stem cell derived from skin fibroblast	induced pluripotent stem cell		B	Crawford  	Josh Chenoweth, Laboratory of Molecular Biology, National Institutes of Health, NINDS iPS	BTO:0000001 (nonspecific)	iPS
iPS CWRU1	Homo sapiens	3	iPS cells derived from MSC658 fibroblast		induced pluripotent cell (iPS)		M	Crawford  	Paul Tesar at Case Western University iPS_CWRU1	BTO:0000001	iPS_CWRU1
iPS hFib2 iPS4	Homo sapiens	3	induced pluripotent stem cell line 4 derived from skin fibroblast of a 30 year old donor, same donor as iPS_hFib2_iPS5	missing	induced pluripotent cell (iPS)	normal	M	Gilbert  	HSCI iPS Cell Core Facility hFib2_iPS4	BTO:0000001	iPS_hFib2_iPS4
iPS hFib2 iPS5	Homo sapiens	3	induced pluripotent stem cell line 5 derived from skin fibroblast of a 30 year old donor, same donor as iPS_hFib2_iPS4	missing	induced pluripotent cell (iPS)	normal	M	Gilbert  	HSCI iPS Cell Core Facility hFib2_iPS5	BTO:0000001	iPS_hFib2_iPS5
